"date","overseas","interstate","local_contact","local_unknown","under_investigation"
2022-04-20,1,0,38,29,3077
2022-04-21,3,0,54,25,2650
2022-04-22,0,0,24,8,2165
2022-04-23,0,0,13,7,1896
2022-04-24,0,0,31,16,1133
2022-04-25,0,0,23,22,1308
2022-04-26,1,0,67,22,1882
2022-04-27,3,0,42,26,2503
2022-04-28,0,0,45,17,2020
2022-04-29,0,0,15,22,1903
2022-04-30,0,0,18,10,1553
2022-05-01,0,0,12,17,1114
2022-05-02,0,0,23,13,1247
2022-05-03,0,0,28,19,2029
2022-05-04,0,1,27,14,2426
2022-05-05,0,0,24,23,2081
2022-05-06,0,0,18,23,1895
2022-05-07,0,0,19,31,1563
2022-05-08,0,0,14,29,1104
2022-05-09,0,0,24,20,1649
2022-05-10,0,0,16,20,2243
2022-05-11,0,0,13,22,2008
2022-05-12,0,0,14,19,1816
2022-05-13,0,0,24,5,1758
2022-05-14,0,0,10,10,1461
2022-05-15,0,0,11,11,983
2022-05-16,1,0,22,27,1614
2022-05-17,0,0,17,15,1907
2022-05-18,0,0,13,12,1733
2022-05-19,0,0,20,15,1590
2022-05-20,1,0,32,9,1313
2022-05-21,0,0,7,8,1086
2022-05-22,0,0,7,11,786
2022-05-23,0,0,20,32,1231
2022-05-24,0,0,15,21,1592
2022-05-25,0,0,9,7,1405
2022-05-26,0,0,17,35,1215
2022-05-27,0,0,15,29,1200
2022-05-28,0,0,12,14,959
2022-05-29,0,0,13,24,699
2022-05-30,0,0,9,14,998
2022-05-31,0,0,12,8,1237
2022-06-01,0,0,6,17,1202
2022-06-02,0,0,19,14,1118
2022-06-03,0,0,4,21,970
2022-06-04,0,0,12,7,810
2022-06-05,0,0,15,14,662
2022-06-06,0,0,21,11,963
2022-06-07,0,0,15,10,1344
2022-06-08,0,1,15,5,899
2022-06-09,0,0,12,16,1328
2022-06-10,0,0,10,12,962
2022-06-11,0,0,7,19,751
2022-06-12,0,0,8,11,661
2022-06-13,0,0,18,26,890
2022-06-14,0,0,19,16,1492
2022-06-15,0,0,19,14,1353
2022-06-16,0,0,17,12,1369
2022-06-17,0,0,24,24,1268
2022-06-18,0,0,16,21,1052
2022-06-19,0,0,28,19,874
2022-06-20,1,0,17,21,1051
2022-06-21,0,0,12,13,1785
2022-06-22,0,0,18,7,1652
2022-06-23,0,0,23,6,1484
2022-06-24,0,0,18,4,1549
2022-06-25,0,0,6,7,1238
2022-06-26,0,0,10,8,876
2022-06-27,0,0,19,15,1126
2022-06-28,0,0,12,16,1731
2022-06-29,0,0,21,8,1730
2022-06-30,0,0,26,8,1566
2022-07-01,1,0,14,7,1617
2022-07-02,0,0,5,2,1312
2022-07-03,0,0,18,3,914
2022-07-04,0,0,19,17,1288
2022-07-05,1,0,23,19,1956
2022-07-06,0,0,17,32,1794
2022-07-07,0,0,12,22,1846
2022-07-08,0,0,9,20,1960
2022-07-09,0,0,9,5,1590
2022-07-10,0,0,14,10,1245
2022-07-11,1,0,21,19,1680
2022-07-12,1,0,27,18,2413
2022-07-13,0,0,8,5,2312
2022-07-14,1,0,11,10,2253
2022-07-15,0,0,16,21,2410
2022-07-16,0,0,24,13,1988
2022-07-17,0,0,21,17,1546
2022-07-18,0,0,45,27,2209
2022-07-19,0,0,34,19,2994
2022-07-20,0,1,31,25,2922
2022-07-21,0,0,32,31,2770
2022-07-22,0,0,28,20,2500
2022-07-23,0,0,11,23,1934
2022-07-24,0,0,10,18,1271
2022-07-25,0,0,20,31,1691
2022-07-26,2,0,18,38,2314
2022-07-27,0,0,21,29,2150
2022-07-28,0,0,33,28,1851
2022-07-29,0,0,17,17,1698
2022-07-30,1,0,16,13,1437
2022-07-31,0,0,18,17,921
2022-08-01,0,0,18,27,1216
2022-08-02,0,0,16,24,1864
2022-08-03,0,0,12,22,1415
2022-08-04,0,0,17,14,1414
2022-08-05,0,0,19,11,1210
2022-08-06,0,0,4,5,991
2022-08-07,0,0,9,7,573
2022-08-08,0,0,6,17,756
2022-08-09,0,0,19,22,968
2022-08-10,0,0,4,6,870
2022-08-11,2,0,2,11,838
2022-08-12,0,0,6,12,792
2022-08-13,0,0,2,4,586
2022-08-14,0,0,1,11,379
2022-08-15,0,0,3,5,490
2022-08-16,0,0,1,2,632
